locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFDHAJOI_01162	CDS	1836				hypothetical protein
HFDHAJOI_01163	CDS	312				hypothetical protein
HFDHAJOI_01164	CDS	702	ygaZ		COG1296	Inner membrane protein YgaZ
HFDHAJOI_01165	CDS	249				hypothetical protein
HFDHAJOI_01166	CDS	828	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
HFDHAJOI_01167	CDS	873	panC	6.3.2.1	COG0414	Pantothenate synthetase
HFDHAJOI_01168	CDS	627	pncA	3.5.1.19	COG1335	Nicotinamidase
HFDHAJOI_01169	CDS	2442	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
HFDHAJOI_01170	CDS	279				hypothetical protein
HFDHAJOI_01171	CDS	777				hypothetical protein
HFDHAJOI_01172	CDS	600	tdk	2.7.1.21	COG1435	Thymidine kinase
HFDHAJOI_01173	CDS	2490	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
HFDHAJOI_01174	CDS	1239	mdtA_2			Multidrug resistance protein MdtA
HFDHAJOI_01175	CDS	3150	mdtC			Multidrug resistance protein MdtC
HFDHAJOI_01176	CDS	1410		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
HFDHAJOI_01177	CDS	3741				hypothetical protein
HFDHAJOI_01178	CDS	363				hypothetical protein
HFDHAJOI_01179	CDS	237				hypothetical protein
HFDHAJOI_01180	CDS	192				hypothetical protein
HFDHAJOI_01181	CDS	504				hypothetical protein
HFDHAJOI_01182	tmRNA	352	ssrA			transfer-messenger RNA, SsrA
HFDHAJOI_01183	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
HFDHAJOI_01184	CDS	522				IS1595 family transposase ISSsu9
HFDHAJOI_01185	CDS	1122	hflK		COG0330	Modulator of FtsH protease HflK
HFDHAJOI_01186	CDS	951	hflC		COG0330	Modulator of FtsH protease HflC
HFDHAJOI_01187	CDS	186				hypothetical protein
HFDHAJOI_01188	CDS	1608				hypothetical protein
HFDHAJOI_01189	CDS	2373				hypothetical protein
HFDHAJOI_01190	CDS	573		2.3.1.-	COG1670	Acetyltransferase
HFDHAJOI_01191	CDS	891				hypothetical protein
HFDHAJOI_01192	CDS	912	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
HFDHAJOI_01193	CDS	2118				hypothetical protein
HFDHAJOI_01194	CDS	1779	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
HFDHAJOI_01195	CDS	573	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
HFDHAJOI_01196	CDS	540				hypothetical protein
HFDHAJOI_01197	CDS	846	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
HFDHAJOI_01198	CDS	594	eamB		COG1280	Cysteine/O-acetylserine efflux protein
HFDHAJOI_01199	CDS	648	nhhA	4.2.1.84		High-molecular weight cobalt-containing nitrile hydratase subunit alpha
HFDHAJOI_01200	CDS	660	nthB	4.2.1.84		Nitrile hydratase subunit beta
HFDHAJOI_01201	CDS	375				hypothetical protein
HFDHAJOI_01202	CDS	1131	recD2_1	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
HFDHAJOI_01203	CDS	513				hypothetical protein
HFDHAJOI_01204	CDS	687				hypothetical protein
HFDHAJOI_01205	CDS	981				hypothetical protein
HFDHAJOI_01206	CDS	753	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
HFDHAJOI_01207	CDS	714	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
HFDHAJOI_01208	CDS	465	decR_1		COG1522	DNA-binding transcriptional activator DecR
HFDHAJOI_01209	CDS	249				hypothetical protein
HFDHAJOI_01210	CDS	249				hypothetical protein
HFDHAJOI_01211	CDS	249				hypothetical protein
HFDHAJOI_01212	CDS	249				hypothetical protein
HFDHAJOI_01213	CDS	249				hypothetical protein
HFDHAJOI_01214	CDS	243				hypothetical protein
HFDHAJOI_01215	CDS	687				hypothetical protein
HFDHAJOI_01216	CDS	1020	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
HFDHAJOI_01217	CDS	1194				hypothetical protein
HFDHAJOI_01218	CDS	1224	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
HFDHAJOI_01219	CDS	1110				hypothetical protein
HFDHAJOI_01220	CDS	738				hypothetical protein
HFDHAJOI_01221	CDS	918	phzF_2	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
HFDHAJOI_01222	tRNA	76				tRNA-Lys(ctt)
HFDHAJOI_01223	CDS	1038				hypothetical protein
HFDHAJOI_01224	CDS	207				hypothetical protein
HFDHAJOI_01225	CDS	192				hypothetical protein
HFDHAJOI_01226	CDS	606				hypothetical protein
HFDHAJOI_01227	CDS	483				hypothetical protein
HFDHAJOI_01228	CDS	327				hypothetical protein
HFDHAJOI_01229	CDS	330				hypothetical protein
HFDHAJOI_01230	CDS	315				hypothetical protein
HFDHAJOI_01231	CDS	171				hypothetical protein
HFDHAJOI_01232	CDS	414				hypothetical protein
HFDHAJOI_01233	CDS	222				hypothetical protein
HFDHAJOI_01234	CDS	252				hypothetical protein
HFDHAJOI_01235	CDS	201				hypothetical protein
HFDHAJOI_01236	CDS	1233				hypothetical protein
HFDHAJOI_01237	CDS	933	recE	3.1.11.-		Exodeoxyribonuclease 8
HFDHAJOI_01238	CDS	540				hypothetical protein
HFDHAJOI_01239	CDS	1101				hypothetical protein
HFDHAJOI_01240	CDS	183				hypothetical protein
HFDHAJOI_01241	CDS	525				hypothetical protein
HFDHAJOI_01242	CDS	597	proQ			RNA chaperone ProQ
HFDHAJOI_01243	CDS	750				hypothetical protein
HFDHAJOI_01244	CDS	828				hypothetical protein
HFDHAJOI_01245	CDS	408				hypothetical protein
HFDHAJOI_01246	CDS	894				hypothetical protein
HFDHAJOI_01247	CDS	252				hypothetical protein
HFDHAJOI_01248	CDS	363				hypothetical protein
HFDHAJOI_01249	CDS	642				hypothetical protein
HFDHAJOI_01250	CDS	798				hypothetical protein
HFDHAJOI_01251	CDS	582				hypothetical protein
HFDHAJOI_01252	CDS	561				hypothetical protein
HFDHAJOI_01253	CDS	2124				hypothetical protein
HFDHAJOI_01254	CDS	300	lexA_1	3.4.21.88		LexA repressor
HFDHAJOI_01255	CDS	459	dnaA_1			Chromosomal replication initiator protein DnaA
HFDHAJOI_01256	CDS	1458	dnaC_1	3.6.4.12	COG0305	Replicative DNA helicase
HFDHAJOI_01257	CDS	387				hypothetical protein
HFDHAJOI_01258	CDS	399				hypothetical protein
HFDHAJOI_01259	CDS	498				hypothetical protein
HFDHAJOI_01260	CDS	2451				hypothetical protein
HFDHAJOI_01261	CDS	351				hypothetical protein
HFDHAJOI_01262	CDS	171				hypothetical protein
HFDHAJOI_01263	CDS	165				hypothetical protein
HFDHAJOI_01264	CDS	405				hypothetical protein
HFDHAJOI_01265	CDS	186				hypothetical protein
HFDHAJOI_01266	CDS	336				hypothetical protein
HFDHAJOI_01267	CDS	249				hypothetical protein
HFDHAJOI_01268	CDS	423				hypothetical protein
HFDHAJOI_01269	CDS	423				hypothetical protein
HFDHAJOI_01270	CDS	96				hypothetical protein
HFDHAJOI_01271	CDS	480				hypothetical protein
HFDHAJOI_01272	CDS	138				hypothetical protein
HFDHAJOI_01273	CDS	318				hypothetical protein
HFDHAJOI_01274	CDS	246				hypothetical protein
HFDHAJOI_01275	CDS	243				hypothetical protein
HFDHAJOI_01276	CDS	204				hypothetical protein
HFDHAJOI_01277	tRNA	74				tRNA-Gly(tcc)
HFDHAJOI_01278	CDS	228				hypothetical protein
HFDHAJOI_01279	CDS	582				hypothetical protein
HFDHAJOI_01280	CDS	534				hypothetical protein
HFDHAJOI_01281	CDS	1827				hypothetical protein
HFDHAJOI_01282	CDS	1701				hypothetical protein
HFDHAJOI_01283	CDS	270				hypothetical protein
HFDHAJOI_01284	CDS	1227				hypothetical protein
HFDHAJOI_01285	CDS	375				hypothetical protein
HFDHAJOI_01286	CDS	1020				hypothetical protein
HFDHAJOI_01287	CDS	402				hypothetical protein
HFDHAJOI_01288	CDS	780				hypothetical protein
HFDHAJOI_01289	CDS	525				hypothetical protein
HFDHAJOI_01290	CDS	180				hypothetical protein
HFDHAJOI_01291	CDS	381				hypothetical protein
HFDHAJOI_01292	CDS	870				hypothetical protein
HFDHAJOI_01293	CDS	1188				hypothetical protein
HFDHAJOI_01294	CDS	441				hypothetical protein
HFDHAJOI_01295	CDS	2232				hypothetical protein
HFDHAJOI_01296	CDS	1014				hypothetical protein
HFDHAJOI_01297	CDS	870	xerC_1			Tyrosine recombinase XerC
HFDHAJOI_01298	CDS	3189				hypothetical protein
HFDHAJOI_01299	CDS	1122				hypothetical protein
HFDHAJOI_01300	CDS	582				hypothetical protein
HFDHAJOI_01301	CDS	1479				hypothetical protein
HFDHAJOI_01302	CDS	537				hypothetical protein
HFDHAJOI_01303	CDS	366				hypothetical protein
HFDHAJOI_01304	CDS	2145				hypothetical protein
HFDHAJOI_01305	CDS	420				hypothetical protein
HFDHAJOI_01306	CDS	225				hypothetical protein
HFDHAJOI_01307	CDS	1083				hypothetical protein
HFDHAJOI_01308	CDS	714				hypothetical protein
HFDHAJOI_01309	CDS	246				hypothetical protein
HFDHAJOI_01310	CDS	411				hypothetical protein
HFDHAJOI_01311	CDS	318				hypothetical protein
HFDHAJOI_01312	CDS	366				hypothetical protein
HFDHAJOI_01313	CDS	225				hypothetical protein
HFDHAJOI_01314	CDS	282				hypothetical protein
HFDHAJOI_01315	CDS	792	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
HFDHAJOI_01316	CDS	1089	hmuU_1		COG0609	Hemin transport system permease protein HmuU
HFDHAJOI_01317	CDS	894	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
HFDHAJOI_01318	CDS	345	isdG	1.14.14.18		Heme oxygenase (staphylobilin-producing)
HFDHAJOI_01319	CDS	519	hutX		COG3721	Intracellular heme transport protein HutX
HFDHAJOI_01320	CDS	2607				hypothetical protein
HFDHAJOI_01321	CDS	273				hypothetical protein
HFDHAJOI_01322	CDS	825	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
HFDHAJOI_01323	CDS	1332	pleD_1			Response regulator PleD
HFDHAJOI_01324	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
HFDHAJOI_01325	CDS	762	yadH		COG0842	Inner membrane transport permease YadH
HFDHAJOI_01326	CDS	699				hypothetical protein
HFDHAJOI_01327	CDS	222				hypothetical protein
HFDHAJOI_01328	CDS	786	cobV	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
HFDHAJOI_01329	CDS	1023	cobU	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
HFDHAJOI_01330	CDS	423				hypothetical protein
HFDHAJOI_01331	CDS	1536	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
HFDHAJOI_01332	CDS	594				hypothetical protein
HFDHAJOI_01333	CDS	675				hypothetical protein
HFDHAJOI_01334	CDS	489	decR_2		COG1522	DNA-binding transcriptional activator DecR
HFDHAJOI_01335	CDS	870	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
HFDHAJOI_01336	CDS	1557				hypothetical protein
HFDHAJOI_01337	CDS	813	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
HFDHAJOI_01338	CDS	738				hypothetical protein
HFDHAJOI_01339	CDS	267				hypothetical protein
HFDHAJOI_01340	CDS	831				hypothetical protein
HFDHAJOI_01341	CDS	804				hypothetical protein
HFDHAJOI_01342	CDS	774	artJ_1		COG0834	ABC transporter arginine-binding protein 1
HFDHAJOI_01343	CDS	2391	pal_2			Peptidoglycan-associated lipoprotein
HFDHAJOI_01344	CDS	522	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
HFDHAJOI_01345	CDS	627	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
HFDHAJOI_01346	CDS	1206	bcr_2			Bicyclomycin resistance protein
HFDHAJOI_01347	CDS	870				hypothetical protein
HFDHAJOI_01348	CDS	2535				hypothetical protein
HFDHAJOI_01349	CDS	1047	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
HFDHAJOI_01350	CDS	363				hypothetical protein
HFDHAJOI_01351	CDS	492				hypothetical protein
HFDHAJOI_01352	CDS	924				hypothetical protein
HFDHAJOI_01353	CDS	609				hypothetical protein
HFDHAJOI_01354	CDS	1065				hypothetical protein
HFDHAJOI_01355	CDS	1608	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
HFDHAJOI_01356	CDS	867				hypothetical protein
HFDHAJOI_01357	CDS	1389	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
HFDHAJOI_01358	CDS	1887				hypothetical protein
HFDHAJOI_01359	CDS	672	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
HFDHAJOI_01360	CDS	702	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
HFDHAJOI_01361	CDS	543				hypothetical protein
HFDHAJOI_01362	CDS	1389	garB	1.8.1.16		Glutathione amide reductase
HFDHAJOI_01363	CDS	861				hypothetical protein
HFDHAJOI_01364	CDS	1377	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
HFDHAJOI_01365	CDS	399				hypothetical protein
HFDHAJOI_01366	CDS	891				hypothetical protein
HFDHAJOI_01367	CDS	1932				hypothetical protein
HFDHAJOI_01368	CDS	1680	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
HFDHAJOI_01369	CDS	336				hypothetical protein
HFDHAJOI_01370	CDS	837			COG0823	putative protein
HFDHAJOI_01371	CDS	738	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
HFDHAJOI_01372	CDS	1026				hypothetical protein
HFDHAJOI_01373	CDS	642	lasI	2.3.1.184	COG3916	Acyl-homoserine-lactone synthase
HFDHAJOI_01374	CDS	729				hypothetical protein
HFDHAJOI_01375	CDS	2316	dme	1.1.1.39	COG0280	NAD-dependent malic enzyme
HFDHAJOI_01376	CDS	855	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
HFDHAJOI_01377	CDS	1203				hypothetical protein
HFDHAJOI_01378	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
HFDHAJOI_01379	CDS	1374				hypothetical protein
HFDHAJOI_01380	CDS	636				hypothetical protein
HFDHAJOI_01381	CDS	5847				hypothetical protein
HFDHAJOI_01382	CDS	375				hypothetical protein
HFDHAJOI_01383	CDS	321	fdxE		COG0633	Ferredoxin-6
HFDHAJOI_01384	CDS	627				hypothetical protein
HFDHAJOI_01385	CDS	870	folP	2.5.1.15	COG0294	Dihydropteroate synthase
HFDHAJOI_01386	CDS	372	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
HFDHAJOI_01387	CDS	525				hypothetical protein
HFDHAJOI_01388	CDS	552				hypothetical protein
HFDHAJOI_01389	CDS	1110				hypothetical protein
HFDHAJOI_01390	CDS	1473	ycjX		COG3106	putative protein YcjX
HFDHAJOI_01391	CDS	495		3.1.3.-	COG2062	putative protein
HFDHAJOI_01392	CDS	420	dksA_1		COG1734	RNA polymerase-binding transcription factor DksA
HFDHAJOI_01393	CDS	1488				hypothetical protein
HFDHAJOI_01394	CDS	2622	cckA_2			Sensor kinase CckA
HFDHAJOI_01395	CDS	927	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
HFDHAJOI_01396	CDS	945	psuK	2.7.1.83	COG0524	Pseudouridine kinase
HFDHAJOI_01397	CDS	1089	recA			Protein RecA
HFDHAJOI_01398	CDS	2658	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
HFDHAJOI_01399	CDS	1353				hypothetical protein
HFDHAJOI_01400	CDS	1695	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
HFDHAJOI_01401	CDS	519				hypothetical protein
HFDHAJOI_01402	CDS	1215	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
HFDHAJOI_01403	CDS	537				hypothetical protein
HFDHAJOI_01404	CDS	834	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
HFDHAJOI_01405	CDS	855	murI	5.1.1.3		Glutamate racemase
HFDHAJOI_01406	CDS	1290				hypothetical protein
HFDHAJOI_01407	CDS	1137	ybjJ_1			Inner membrane protein YbjJ
HFDHAJOI_01408	CDS	1533				hypothetical protein
HFDHAJOI_01409	CDS	2199				hypothetical protein
HFDHAJOI_01410	CDS	1236	pepT	3.4.11.4	COG2195	Peptidase T
HFDHAJOI_01411	CDS	831	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
HFDHAJOI_01412	CDS	1044				hypothetical protein
HFDHAJOI_01413	CDS	618	rpsD		COG0522	30S ribosomal protein S4
HFDHAJOI_01414	CDS	927	glsA	3.5.1.2	COG2066	Thermolabile glutaminase
HFDHAJOI_01415	CDS	888	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
HFDHAJOI_01416	CDS	1206				hypothetical protein
HFDHAJOI_01417	CDS	582				hypothetical protein
HFDHAJOI_01418	CDS	618				hypothetical protein
HFDHAJOI_01419	CDS	828	cysQ_2	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
HFDHAJOI_01420	CDS	1248	bcr_3			Bicyclomycin resistance protein
HFDHAJOI_01421	CDS	333	grxD		COG0278	Glutaredoxin 4
HFDHAJOI_01422	CDS	231				hypothetical protein
HFDHAJOI_01423	CDS	1155				hypothetical protein
HFDHAJOI_01424	CDS	234			COG0271	putative protein RP812
HFDHAJOI_01425	CDS	2223	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
HFDHAJOI_01426	CDS	1419				hypothetical protein
HFDHAJOI_01427	CDS	303				hypothetical protein
HFDHAJOI_01428	CDS	387				hypothetical protein
HFDHAJOI_01429	CDS	672	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
HFDHAJOI_01430	CDS	258				hypothetical protein
HFDHAJOI_01431	CDS	243	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
HFDHAJOI_01432	CDS	765	purC_2	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
HFDHAJOI_01433	CDS	315				hypothetical protein
HFDHAJOI_01434	CDS	2523				hypothetical protein
HFDHAJOI_01435	CDS	549				hypothetical protein
HFDHAJOI_01436	CDS	1659		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
HFDHAJOI_01437	CDS	792				hypothetical protein
HFDHAJOI_01438	CDS	291				hypothetical protein
HFDHAJOI_01439	CDS	1302	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
HFDHAJOI_01440	CDS	483				hypothetical protein
HFDHAJOI_01441	CDS	720				hypothetical protein
HFDHAJOI_01442	CDS	678	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
HFDHAJOI_01443	CDS	765	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HFDHAJOI_01444	CDS	1095	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
HFDHAJOI_01445	CDS	492	rutF_1	1.5.1.42	COG1853	FMN reductase (NADH) RutF
HFDHAJOI_01446	CDS	933				hypothetical protein
HFDHAJOI_01447	CDS	1275				hypothetical protein
HFDHAJOI_01448	CDS	330				hypothetical protein
HFDHAJOI_01449	CDS	717				hypothetical protein
HFDHAJOI_01450	CDS	1644	glmU_1	2.7.7.23		Bifunctional protein GlmU
HFDHAJOI_01451	CDS	342				hypothetical protein
HFDHAJOI_01452	CDS	408				hypothetical protein
HFDHAJOI_01453	CDS	1503	rhlE_2	3.6.4.13		ATP-dependent RNA helicase RhlE
HFDHAJOI_01454	CDS	1320				hypothetical protein
HFDHAJOI_01455	CDS	846				hypothetical protein
HFDHAJOI_01456	CDS	468	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
HFDHAJOI_01457	CDS	3411				hypothetical protein
HFDHAJOI_01458	CDS	693	cobK	1.3.1.54		Precorrin-6A reductase
HFDHAJOI_01459	CDS	1137	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
HFDHAJOI_01460	CDS	843	cobA	2.1.1.107		Uroporphyrinogen-III C-methyltransferase
HFDHAJOI_01461	CDS	1305	cobB	6.3.5.9		Hydrogenobyrinate a,c-diamide synthase
HFDHAJOI_01462	CDS	1005	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
HFDHAJOI_01463	CDS	978	cobD		COG1270	Cobalamin biosynthesis protein CobD
HFDHAJOI_01464	CDS	726	fixK_2		COG0664	Nitrogen fixation regulation protein FixK
HFDHAJOI_01465	CDS	1350	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
HFDHAJOI_01466	CDS	279	acpXL		COG0236	Acyl carrier protein AcpXL
HFDHAJOI_01467	CDS	474				hypothetical protein
HFDHAJOI_01468	CDS	1203				hypothetical protein
HFDHAJOI_01469	CDS	1290	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
HFDHAJOI_01470	CDS	1029		1.3.1.103		2-haloacrylate reductase
HFDHAJOI_01471	CDS	924	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
HFDHAJOI_01472	CDS	732				hypothetical protein
HFDHAJOI_01473	CDS	522				hypothetical protein
HFDHAJOI_01474	CDS	1641	fixN	1.9.3.1		Cytochrome c oxidase subunit 1 , bacteroid
HFDHAJOI_01475	CDS	732				hypothetical protein
HFDHAJOI_01476	CDS	153				hypothetical protein
HFDHAJOI_01477	CDS	867	ccoP		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP
HFDHAJOI_01478	CDS	1593				hypothetical protein
HFDHAJOI_01479	CDS	489				hypothetical protein
HFDHAJOI_01480	CDS	2310	pacS	7.2.2.8		putative copper-transporting ATPase PacS
HFDHAJOI_01481	CDS	156				hypothetical protein
HFDHAJOI_01482	CDS	1422	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
HFDHAJOI_01483	CDS	1182				hypothetical protein
HFDHAJOI_01484	CDS	1032	rafR_3			HTH-type transcriptional regulator RafR
HFDHAJOI_01485	CDS	1236				putative sugar-binding periplasmic protein
HFDHAJOI_01486	CDS	903	melD_4		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
HFDHAJOI_01487	CDS	945	ngcG_2		COG0395	Diacetylchitobiose uptake system permease protein NgcG
HFDHAJOI_01488	CDS	1089	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
HFDHAJOI_01489	CDS	2460				hypothetical protein
HFDHAJOI_01490	CDS	762				hypothetical protein
HFDHAJOI_01491	CDS	1134	iolG_5	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
HFDHAJOI_01492	CDS	1053	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
HFDHAJOI_01493	CDS	1605	xynB	3.2.1.37	COG3507	Beta-xylosidase
HFDHAJOI_01494	CDS	1068				hypothetical protein
HFDHAJOI_01495	CDS	834	fghA	3.1.2.12	COG0627	S-formylglutathione hydrolase
HFDHAJOI_01496	CDS	645				hypothetical protein
HFDHAJOI_01497	CDS	447				hypothetical protein
HFDHAJOI_01498	CDS	459	elaA		COG2153	Protein ElaA
HFDHAJOI_01499	CDS	1128	flhA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
HFDHAJOI_01500	CDS	618				hypothetical protein
HFDHAJOI_01501	CDS	1272				hypothetical protein
HFDHAJOI_01502	CDS	933	ribN_3			Riboflavin transporter
HFDHAJOI_01503	CDS	438				hypothetical protein
HFDHAJOI_01504	CDS	717	lipB	2.3.1.181		Octanoyltransferase
HFDHAJOI_01505	tRNA	85				tRNA-Leu(gag)
HFDHAJOI_01506	CDS	501				hypothetical protein
HFDHAJOI_01507	CDS	495	def_1	3.5.1.88	COG0242	Peptide deformylase
HFDHAJOI_01508	CDS	1413	mgtE		COG2239	Magnesium transporter MgtE
HFDHAJOI_01509	CDS	393				hypothetical protein
HFDHAJOI_01510	CDS	477				hypothetical protein
HFDHAJOI_01511	CDS	1017				hypothetical protein
HFDHAJOI_01512	CDS	693				hypothetical protein
HFDHAJOI_01513	CDS	102				hypothetical protein
HFDHAJOI_01514	CDS	1401	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
HFDHAJOI_01515	CDS	438				hypothetical protein
HFDHAJOI_01516	CDS	1086				hypothetical protein
HFDHAJOI_01517	CDS	195				hypothetical protein
HFDHAJOI_01518	CDS	375				hypothetical protein
HFDHAJOI_01519	CDS	1068	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
HFDHAJOI_01520	CDS	213	cspE			Cold shock-like protein CspE
HFDHAJOI_01521	CDS	627	dnaJ_1			Chaperone protein DnaJ
HFDHAJOI_01522	CDS	507				hypothetical protein
HFDHAJOI_01523	CDS	498				hypothetical protein
HFDHAJOI_01524	CDS	1089				hypothetical protein
HFDHAJOI_01525	CDS	675				hypothetical protein
HFDHAJOI_01526	CDS	3036	uvrB			UvrABC system protein B
HFDHAJOI_01527	CDS	912				hypothetical protein
HFDHAJOI_01528	CDS	1980				hypothetical protein
HFDHAJOI_01529	CDS	351				hypothetical protein
HFDHAJOI_01530	CDS	438				hypothetical protein
HFDHAJOI_01531	CDS	777				hypothetical protein
HFDHAJOI_01532	CDS	390		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
HFDHAJOI_01533	CDS	1812	mcp4_1		COG0840	Methyl-accepting chemotaxis protein 4
HFDHAJOI_01534	CDS	789				hypothetical protein
HFDHAJOI_01535	CDS	822				hypothetical protein
HFDHAJOI_01536	CDS	1374	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
HFDHAJOI_01537	CDS	1026	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
HFDHAJOI_01538	CDS	228				hypothetical protein
HFDHAJOI_01539	CDS	213				hypothetical protein
HFDHAJOI_01540	CDS	897	hdfR_1			HTH-type transcriptional regulator HdfR
HFDHAJOI_01541	CDS	435				hypothetical protein
HFDHAJOI_01542	CDS	630	gpmB	5.4.2.-		phosphoglycerate mutase GpmB
